"subject" "activity" "variable" "value"
"26" "LAYING" "fBodyBodyAccJerkMag.std.." -0.987901463289474
"26" "SITTING" "fBodyBodyAccJerkMag.std.." -0.989521272820513
"26" "STANDING" "fBodyBodyAccJerkMag.std.." -0.981129312702703
"26" "WALKING" "fBodyBodyAccJerkMag.std.." -0.268948465423729
"26" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.std.." -0.067941075972
"26" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.std.." -0.393715352181818
"27" "LAYING" "fBodyBodyAccJerkMag.std.." -0.988174859594595
"27" "SITTING" "fBodyBodyAccJerkMag.std.." -0.988531651142857
"27" "STANDING" "fBodyBodyAccJerkMag.std.." -0.983022277625
"27" "WALKING" "fBodyBodyAccJerkMag.std.." -0.279732022017544
"27" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.std.." -0.113625944990909
"27" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.std.." -0.473011558823529
"28" "LAYING" "fBodyBodyAccJerkMag.std.." -0.972336128625
"28" "SITTING" "fBodyBodyAccJerkMag.std.." -0.970823336388889
"28" "STANDING" "fBodyBodyAccJerkMag.std.." -0.954963155316456
"28" "WALKING" "fBodyBodyAccJerkMag.std.." -0.436273009814815
"28" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.std.." -0.0883598523695652
"28" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.std.." -0.374495907647059
"29" "LAYING" "fBodyBodyAccJerkMag.std.." -0.994366667681159
"29" "SITTING" "fBodyBodyAccJerkMag.std.." -0.989822909333333
"29" "STANDING" "fBodyBodyAccJerkMag.std.." -0.990327934615385
"29" "WALKING" "fBodyBodyAccJerkMag.std.." -0.169506499226415
"29" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.std.." -0.0797714324854167
"29" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.std.." -0.280583556530612
"30" "LAYING" "fBodyBodyAccJerkMag.std.." -0.968087778
"30" "SITTING" "fBodyBodyAccJerkMag.std.." -0.985294959032258
"30" "STANDING" "fBodyBodyAccJerkMag.std.." -0.946639846949153
"30" "WALKING" "fBodyBodyAccJerkMag.std.." -0.366537416615385
"30" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.std.." -0.133124304612577
"30" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.std.." -0.580878133230769
"1" "LAYING" "fBodyBodyGyroMag.mean.." -0.8621901854
"1" "SITTING" "fBodyBodyGyroMag.mean.." -0.958435589361702
"1" "STANDING" "fBodyBodyGyroMag.mean.." -0.984617623396226
"1" "WALKING" "fBodyBodyGyroMag.mean.." -0.199252568986316
"1" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.185720285744898
"1" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.325961457396226
"2" "LAYING" "fBodyBodyGyroMag.mean.." -0.972112972708333
"2" "SITTING" "fBodyBodyGyroMag.mean.." -0.971840596086956
"2" "STANDING" "fBodyBodyGyroMag.mean.." -0.961775904814815
"2" "WALKING" "fBodyBodyGyroMag.mean.." -0.530704814745763
"2" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.320838543553191
"2" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.450612184791667
"3" "LAYING" "fBodyBodyGyroMag.mean.." -0.96458672483871
"3" "SITTING" "fBodyBodyGyroMag.mean.." -0.946664943653846
"3" "STANDING" "fBodyBodyGyroMag.mean.." -0.913682362622951
"3" "WALKING" "fBodyBodyGyroMag.mean.." -0.569755772241379
"3" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.332376629371429
"3" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.514211583728814
"4" "LAYING" "fBodyBodyGyroMag.mean.." -0.961556660185185
"4" "SITTING" "fBodyBodyGyroMag.mean.." -0.9487697524
"4" "STANDING" "fBodyBodyGyroMag.mean.." -0.914209165714286
"4" "WALKING" "fBodyBodyGyroMag.mean.." -0.609285588016667
"4" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.429213369555556
"4" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.575794072115385
"5" "LAYING" "fBodyBodyGyroMag.mean.." -0.968257068846154
"5" "SITTING" "fBodyBodyGyroMag.mean.." -0.944760322045455
"5" "STANDING" "fBodyBodyGyroMag.mean.." -0.904543921607143
"5" "WALKING" "fBodyBodyGyroMag.mean.." -0.484262828928571
"5" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.349338414731915
"5" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.392564530851064
"6" "LAYING" "fBodyBodyGyroMag.mean.." -0.930153639473684
"6" "SITTING" "fBodyBodyGyroMag.mean.." -0.929725679272727
"6" "STANDING" "fBodyBodyGyroMag.mean.." -0.926664297017544
"6" "WALKING" "fBodyBodyGyroMag.mean.." -0.329681123368421
"6" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.0143735434
"6" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.230627015078431
"7" "LAYING" "fBodyBodyGyroMag.mean.." -0.941130719230769
"7" "SITTING" "fBodyBodyGyroMag.mean.." -0.933081955208333
"7" "STANDING" "fBodyBodyGyroMag.mean.." -0.93870498490566
"7" "WALKING" "fBodyBodyGyroMag.mean.." -0.192909765467895
"7" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.255045057404255
"7" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.533982945882353
"8" "LAYING" "fBodyBodyGyroMag.mean.." -0.944528950555556
"8" "SITTING" "fBodyBodyGyroMag.mean.." -0.965806789347826
"8" "STANDING" "fBodyBodyGyroMag.mean.." -0.964564224074074
"8" "WALKING" "fBodyBodyGyroMag.mean.." -0.301241848645833
"8" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.00036272967368421
"8" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.229610952609756
"9" "LAYING" "fBodyBodyGyroMag.mean.." -0.9186053356
"9" "SITTING" "fBodyBodyGyroMag.mean.." -0.9344377378
"9" "STANDING" "fBodyBodyGyroMag.mean.." -0.929769067777778
"9" "WALKING" "fBodyBodyGyroMag.mean.." -0.513797480384615
"9" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.347540226666667
"9" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.531482693877551
"10" "LAYING" "fBodyBodyGyroMag.mean.." -0.937692642586207
"10" "SITTING" "fBodyBodyGyroMag.mean.." -0.974459732592593
"10" "STANDING" "fBodyBodyGyroMag.mean.." -0.937786743409091
"10" "WALKING" "fBodyBodyGyroMag.mean.." -0.412616909622642
"10" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.312347510289474
"10" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.265371689148936
"11" "LAYING" "fBodyBodyGyroMag.mean.." -0.967093356491228
"11" "SITTING" "fBodyBodyGyroMag.mean.." -0.969799951132076
"11" "STANDING" "fBodyBodyGyroMag.mean.." -0.982576519787234
"11" "WALKING" "fBodyBodyGyroMag.mean.." -0.610222628813559
"11" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.456170108913043
"11" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.55009966
"12" "LAYING" "fBodyBodyGyroMag.mean.." -0.9454970225
"12" "SITTING" "fBodyBodyGyroMag.mean.." -0.958511866666667
"12" "STANDING" "fBodyBodyGyroMag.mean.." -0.902356765573771
"12" "WALKING" "fBodyBodyGyroMag.mean.." -0.442503784
"12" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.344938419969565
"12" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.594032515192308
"13" "LAYING" "fBodyBodyGyroMag.mean.." -0.957681621290323
"13" "SITTING" "fBodyBodyGyroMag.mean.." -0.973258277755102
"13" "STANDING" "fBodyBodyGyroMag.mean.." -0.957488799473684
"13" "WALKING" "fBodyBodyGyroMag.mean.." -0.267472373877193
"13" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.206121707212766
"13" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.485477308909091
"14" "LAYING" "fBodyBodyGyroMag.mean.." -0.930151731176471
"14" "SITTING" "fBodyBodyGyroMag.mean.." -0.963320540555556
"14" "STANDING" "fBodyBodyGyroMag.mean.." -0.944405563833333
"14" "WALKING" "fBodyBodyGyroMag.mean.." -0.311386449661017
"14" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.0787568406777778
"14" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." 0.0488588668185185
"15" "LAYING" "fBodyBodyGyroMag.mean.." -0.946812642361111
"15" "SITTING" "fBodyBodyGyroMag.mean.." -0.973762179830509
"15" "STANDING" "fBodyBodyGyroMag.mean.." -0.956733900188679
"15" "WALKING" "fBodyBodyGyroMag.mean.." -0.489166383703704
"15" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.373898631190476
"15" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.45369356625
"16" "LAYING" "fBodyBodyGyroMag.mean.." -0.970249638857143
"16" "SITTING" "fBodyBodyGyroMag.mean.." -0.954060994347826
"16" "STANDING" "fBodyBodyGyroMag.mean.." -0.975448632179487
"16" "WALKING" "fBodyBodyGyroMag.mean.." -0.669228540784314
"16" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.488253939574468
"16" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.630546675490196
"17" "LAYING" "fBodyBodyGyroMag.mean.." -0.969014444788732
"17" "SITTING" "fBodyBodyGyroMag.mean.." -0.98336929234375
"17" "STANDING" "fBodyBodyGyroMag.mean.." -0.984291131538461
"17" "WALKING" "fBodyBodyGyroMag.mean.." -0.518618058688525
"17" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.40943875826087
"17" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.504066956875
"18" "LAYING" "fBodyBodyGyroMag.mean.." -0.984329092153846
"18" "SITTING" "fBodyBodyGyroMag.mean.." -0.986535242105263
"18" "STANDING" "fBodyBodyGyroMag.mean.." -0.972352593013699
"18" "WALKING" "fBodyBodyGyroMag.mean.." -0.620331394285714
"18" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.604735414363636
"18" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.654029089310345
"19" "LAYING" "fBodyBodyGyroMag.mean.." -0.965624724457831
"19" "SITTING" "fBodyBodyGyroMag.mean.." -0.964238768493151
"19" "STANDING" "fBodyBodyGyroMag.mean.." -0.958578129589041
"19" "WALKING" "fBodyBodyGyroMag.mean.." -0.0952460452365385
"19" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." 0.203979764835897
"19" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.28884026785
"20" "LAYING" "fBodyBodyGyroMag.mean.." -0.969832241176471
"20" "SITTING" "fBodyBodyGyroMag.mean.." -0.953399068181818
"20" "STANDING" "fBodyBodyGyroMag.mean.." -0.879437674794521
"20" "WALKING" "fBodyBodyGyroMag.mean.." -0.0520065599062745
"20" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.100566103524444
"20" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.286627716823529
"21" "LAYING" "fBodyBodyGyroMag.mean.." -0.962349012888889
"21" "SITTING" "fBodyBodyGyroMag.mean.." -0.977839702352941
"21" "STANDING" "fBodyBodyGyroMag.mean.." -0.956723022359551
"21" "WALKING" "fBodyBodyGyroMag.mean.." -0.409516081153846
"21" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.406392284444444
"21" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.475369886808511
"22" "LAYING" "fBodyBodyGyroMag.mean.." -0.946055840972222
"22" "SITTING" "fBodyBodyGyroMag.mean.." -0.951952767258065
"22" "STANDING" "fBodyBodyGyroMag.mean.." -0.932065270793651
"22" "WALKING" "fBodyBodyGyroMag.mean.." -0.438378722826087
"22" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.338417326388889
"22" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.369902
"23" "LAYING" "fBodyBodyGyroMag.mean.." -0.966239347916667
"23" "SITTING" "fBodyBodyGyroMag.mean.." -0.952293277205882
"23" "STANDING" "fBodyBodyGyroMag.mean.." -0.944583829705882
"23" "WALKING" "fBodyBodyGyroMag.mean.." 0.185078207383051
"23" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." 0.150825734842593
"23" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.380388292223529
"24" "LAYING" "fBodyBodyGyroMag.mean.." -0.964001383472222
"24" "SITTING" "fBodyBodyGyroMag.mean.." -0.977973720735294
"24" "STANDING" "fBodyBodyGyroMag.mean.." -0.963922314202899
"24" "WALKING" "fBodyBodyGyroMag.mean.." -0.534509163793103
"24" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.374298686727273
"24" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.564664994745763
"25" "LAYING" "fBodyBodyGyroMag.mean.." -0.910126993561644
"25" "SITTING" "fBodyBodyGyroMag.mean.." -0.979350913692308
"25" "STANDING" "fBodyBodyGyroMag.mean.." -0.968972499594595
"25" "WALKING" "fBodyBodyGyroMag.mean.." -0.562733252702703
"25" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.485763582068966
"25" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.567153469846154
"26" "LAYING" "fBodyBodyGyroMag.mean.." -0.974305179605263
"26" "SITTING" "fBodyBodyGyroMag.mean.." -0.97646387
"26" "STANDING" "fBodyBodyGyroMag.mean.." -0.972333108648649
"26" "WALKING" "fBodyBodyGyroMag.mean.." -0.551927613050847
"26" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.3345099466
"26" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.556084778181818
"27" "LAYING" "fBodyBodyGyroMag.mean.." -0.979890667972973
"27" "SITTING" "fBodyBodyGyroMag.mean.." -0.979482820857143
"27" "STANDING" "fBodyBodyGyroMag.mean.." -0.975525565625
"27" "WALKING" "fBodyBodyGyroMag.mean.." -0.519451704035088
"27" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.359113724772727
"27" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.607667730196078
"28" "LAYING" "fBodyBodyGyroMag.mean.." -0.944218369375
"28" "SITTING" "fBodyBodyGyroMag.mean.." -0.960297525
"28" "STANDING" "fBodyBodyGyroMag.mean.." -0.909652436329114
"28" "WALKING" "fBodyBodyGyroMag.mean.." -0.514602424814815
"28" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.223354793921739
"28" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.534835409607843
"29" "LAYING" "fBodyBodyGyroMag.mean.." -0.98400134173913
"29" "SITTING" "fBodyBodyGyroMag.mean.." -0.980269425833333
"29" "STANDING" "fBodyBodyGyroMag.mean.." -0.980879722923077
"29" "WALKING" "fBodyBodyGyroMag.mean.." -0.416817853396226
"29" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.381459881875
"29" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.357213897032653
"30" "LAYING" "fBodyBodyGyroMag.mean.." -0.962001199
"30" "SITTING" "fBodyBodyGyroMag.mean.." -0.973876282903226
"30" "STANDING" "fBodyBodyGyroMag.mean.." -0.917449417288136
"30" "WALKING" "fBodyBodyGyroMag.mean.." -0.358344356
"30" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.356772347348871
"30" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.449150735076923
"1" "LAYING" "fBodyBodyGyroMag.std.." -0.82431943968
"1" "SITTING" "fBodyBodyGyroMag.std.." -0.932198374893617
"1" "STANDING" "fBodyBodyGyroMag.std.." -0.978466072075472
"1" "WALKING" "fBodyBodyGyroMag.std.." -0.321017953894737
"1" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.398350390122449
"1" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.182985518264151
"2" "LAYING" "fBodyBodyGyroMag.std.." -0.96109837875
"2" "SITTING" "fBodyBodyGyroMag.std.." -0.961385745217391
"2" "STANDING" "fBodyBodyGyroMag.std.." -0.956788725740741
"2" "WALKING" "fBodyBodyGyroMag.std.." -0.651792839661017
"2" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.372576755361702
"2" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.438620401875
"3" "LAYING" "fBodyBodyGyroMag.std.." -0.955441855806452
"3" "SITTING" "fBodyBodyGyroMag.std.." -0.925449629
"3" "STANDING" "fBodyBodyGyroMag.std.." -0.883439718032787
"3" "WALKING" "fBodyBodyGyroMag.std.." -0.632643292931034
"3" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.322440827020408
"3" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.445181802430508
"4" "LAYING" "fBodyBodyGyroMag.std.." -0.947100325185185
"4" "SITTING" "fBodyBodyGyroMag.std.." -0.9288505544
"4" "STANDING" "fBodyBodyGyroMag.std.." -0.887194404285714
"4" "WALKING" "fBodyBodyGyroMag.std.." -0.593937200833333
"4" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.457674088
"4" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.552489628846154
"5" "LAYING" "fBodyBodyGyroMag.std.." -0.959263063269231
"5" "SITTING" "fBodyBodyGyroMag.std.." -0.934746865454545
"5" "STANDING" "fBodyBodyGyroMag.std.." -0.868913993928571
"5" "WALKING" "fBodyBodyGyroMag.std.." -0.589741506785714
"5" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.484141274255319
"5" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.440445051914894
"6" "LAYING" "fBodyBodyGyroMag.std.." -0.928694890175439
"6" "SITTING" "fBodyBodyGyroMag.std.." -0.929549141636364
"6" "STANDING" "fBodyBodyGyroMag.std.." -0.923108761578947
"6" "WALKING" "fBodyBodyGyroMag.std.." -0.510648322631579
"6" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.242353857320833
"6" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.318173892545098
"7" "LAYING" "fBodyBodyGyroMag.std.." -0.918892518653846
"7" "SITTING" "fBodyBodyGyroMag.std.." -0.895804978125
"7" "STANDING" "fBodyBodyGyroMag.std.." -0.919848139056604
"7" "WALKING" "fBodyBodyGyroMag.std.." -0.343894914947368
"7" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.396909651702128
"7" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.444994481882353
"8" "LAYING" "fBodyBodyGyroMag.std.." -0.93678697
"8" "SITTING" "fBodyBodyGyroMag.std.." -0.953251156521739
"8" "STANDING" "fBodyBodyGyroMag.std.." -0.954119826296296
"8" "WALKING" "fBodyBodyGyroMag.std.." -0.327459577895833
"8" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.255590314210526
"8" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.183325647134146
"9" "LAYING" "fBodyBodyGyroMag.std.." -0.9034005814
"9" "SITTING" "fBodyBodyGyroMag.std.." -0.9064712292
"9" "STANDING" "fBodyBodyGyroMag.std.." -0.910909659555556
"9" "WALKING" "fBodyBodyGyroMag.std.." -0.562714528653846
"9" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.424170737142857
"9" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.456841325204082
"10" "LAYING" "fBodyBodyGyroMag.std.." -0.933701315344828
"10" "SITTING" "fBodyBodyGyroMag.std.." -0.962459956111111
"10" "STANDING" "fBodyBodyGyroMag.std.." -0.922961550454545
"10" "WALKING" "fBodyBodyGyroMag.std.." -0.499759796981132
"10" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.387780104447368
"10" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.166969377765957
"11" "LAYING" "fBodyBodyGyroMag.std.." -0.954849053508772
"11" "SITTING" "fBodyBodyGyroMag.std.." -0.960711241886792
"11" "STANDING" "fBodyBodyGyroMag.std.." -0.977437710851064
"11" "WALKING" "fBodyBodyGyroMag.std.." -0.59974543779661
"11" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.380559426947826
"11" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.381223382777778
"12" "LAYING" "fBodyBodyGyroMag.std.." -0.940373827666667
"12" "SITTING" "fBodyBodyGyroMag.std.." -0.948460978823529
"12" "STANDING" "fBodyBodyGyroMag.std.." -0.850033171967213
"12" "WALKING" "fBodyBodyGyroMag.std.." -0.4948022154
"12" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.423553971956522
"12" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.564435086711538
"13" "LAYING" "fBodyBodyGyroMag.std.." -0.946133432096774
"13" "SITTING" "fBodyBodyGyroMag.std.." -0.96426809755102
"13" "STANDING" "fBodyBodyGyroMag.std.." -0.946857485438596
"13" "WALKING" "fBodyBodyGyroMag.std.." -0.379951835438597
"13" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.400560061212766
"13" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.470770800363636
"14" "LAYING" "fBodyBodyGyroMag.std.." -0.917760104901961
"14" "SITTING" "fBodyBodyGyroMag.std.." -0.946517963703704
"14" "STANDING" "fBodyBodyGyroMag.std.." -0.934815560833333
"14" "WALKING" "fBodyBodyGyroMag.std.." -0.265504551525424
"14" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.223927430580444
"14" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." 0.236659662496296
"15" "LAYING" "fBodyBodyGyroMag.std.." -0.923682244861111
"15" "SITTING" "fBodyBodyGyroMag.std.." -0.963378228474576
"15" "STANDING" "fBodyBodyGyroMag.std.." -0.928838303773585
"15" "WALKING" "fBodyBodyGyroMag.std.." -0.481750218518519
"15" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.34938720602381
"15" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.308585869854167
"16" "LAYING" "fBodyBodyGyroMag.std.." -0.958975084
"16" "SITTING" "fBodyBodyGyroMag.std.." -0.938863215072464
"16" "STANDING" "fBodyBodyGyroMag.std.." -0.963574736025641
"16" "WALKING" "fBodyBodyGyroMag.std.." -0.721137001568627
"16" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.479939845914894
"16" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.532486721568627
"17" "LAYING" "fBodyBodyGyroMag.std.." -0.96002383915493
"17" "SITTING" "fBodyBodyGyroMag.std.." -0.97471085296875
"17" "STANDING" "fBodyBodyGyroMag.std.." -0.977263418717949
"17" "WALKING" "fBodyBodyGyroMag.std.." -0.615320077704918
"17" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.428868687826087
"17" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.496444579791667
"18" "LAYING" "fBodyBodyGyroMag.std.." -0.981468841692308
"18" "SITTING" "fBodyBodyGyroMag.std.." -0.981252632807018
"18" "STANDING" "fBodyBodyGyroMag.std.." -0.95911345739726
"18" "WALKING" "fBodyBodyGyroMag.std.." -0.668908146607143
"18" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.533844932145455
"18" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.533044636034483
"19" "LAYING" "fBodyBodyGyroMag.std.." -0.957496024457831
"19" "SITTING" "fBodyBodyGyroMag.std.." -0.950484417260274
"19" "STANDING" "fBodyBodyGyroMag.std.." -0.936723548493151
"19" "WALKING" "fBodyBodyGyroMag.std.." -0.141598402309615
"19" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." 0.0320366671179487
"19" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.3771327525
"20" "LAYING" "fBodyBodyGyroMag.std.." -0.964205915441177
"20" "SITTING" "fBodyBodyGyroMag.std.." -0.943725755909091
"20" "STANDING" "fBodyBodyGyroMag.std.." -0.849127347123288
"20" "WALKING" "fBodyBodyGyroMag.std.." -0.196210236058824
"20" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.151681987177778
"20" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.360948341823529
"21" "LAYING" "fBodyBodyGyroMag.std.." -0.949736575111111
"21" "SITTING" "fBodyBodyGyroMag.std.." -0.972027251294118
"21" "STANDING" "fBodyBodyGyroMag.std.." -0.947763172921348
"21" "WALKING" "fBodyBodyGyroMag.std.." -0.512249343076923
"21" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.484489974222222
"21" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.483407096425532
"22" "LAYING" "fBodyBodyGyroMag.std.." -0.923552358194444
"22" "SITTING" "fBodyBodyGyroMag.std.." -0.93356300983871
"22" "STANDING" "fBodyBodyGyroMag.std.." -0.900222411269841
"22" "WALKING" "fBodyBodyGyroMag.std.." -0.464019127391304
"22" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.341863671805556
"22" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.234023031571429
"23" "LAYING" "fBodyBodyGyroMag.std.." -0.959025538194444
"23" "SITTING" "fBodyBodyGyroMag.std.." -0.938680776617647
"23" "STANDING" "fBodyBodyGyroMag.std.." -0.924805421470588
"23" "WALKING" "fBodyBodyGyroMag.std.." -0.061476584759322
"23" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.218930425944444
"23" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.470491576431373
"24" "LAYING" "fBodyBodyGyroMag.std.." -0.961369084583333
"24" "SITTING" "fBodyBodyGyroMag.std.." -0.969105899117647
"24" "STANDING" "fBodyBodyGyroMag.std.." -0.954407176956522
"24" "WALKING" "fBodyBodyGyroMag.std.." -0.668032801896552
"24" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.470147270181818
"24" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.54907099
"25" "LAYING" "fBodyBodyGyroMag.std.." -0.850661340684931
"25" "SITTING" "fBodyBodyGyroMag.std.." -0.970321897230769
"25" "STANDING" "fBodyBodyGyroMag.std.." -0.961090396891892
"25" "WALKING" "fBodyBodyGyroMag.std.." -0.529262243378378
"25" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std.." -0.423707329706897
